,quantity
5320,0.03
5321,0.03
5322,0.03
5323,0.03
5324,0.03
5325,0.03
5326,0.03
5327,0.03
5328,0.03
5329,0.03
5330,0.03
5331,0.03
5332,0.03
5333,0.03
5334,0.03
5335,0.03
5336,0.03
5337,0.03
5338,0.03
5339,0.03
5340,0.03
5341,0.03
5342,0.03
5343,0.03
5344,0.03
5345,0.03
5346,0.03
5347,0.03
5348,0.03
5349,0.03
5350,0.03
5351,0.03
5352,0.03
5353,0.03
5354,0.03
5355,0.03
5356,0.03
5357,0.03
5358,0.03
5359,0.03
5360,0.03
5361,0.03
5362,0.03
5363,0.03
5364,0.03
5365,0.03
5366,0.03
5367,0.03
5368,0.03
5369,0.03
5370,0.03
5371,0.03
5372,0.03
5373,0.03
5374,0.03
5375,0.03
5376,0.03
5377,0.03
5378,0.03
5379,0.03
5380,0.03
5381,0.03
5382,0.03
5383,0.03
5384,0.03
5385,0.03
5386,0.03
5387,0.03
5388,0.03
5389,0.03
5390,0.03
5391,0.03
5392,0.03
5393,0.03
5394,0.03
5395,0.03
5396,0.03
5397,0.03
5398,0.03
5399,0.03
5400,0.03
5401,0.03
5402,0.03
5403,0.03
5404,0.03
5405,0.03
5406,0.03
5407,0.03
5408,0.03
5409,0.03
5410,0.03
5411,0.03
5412,0.03
5413,0.03
5414,0.03
5415,0.03
5416,0.03
5417,0.03
5418,0.03
5419,0.03
5420,0.03
5421,0.03
5422,0.03
5423,0.03
5424,0.03
5425,0.03
5426,0.03
5427,0.03
5428,0.03
5429,0.03
5430,0.03
5431,0.03
5432,0.03
5433,0.03
5434,0.03
5435,0.03
5436,0.03
5437,0.03
5438,0.03
5439,0.03
5440,0.03
5441,0.03
5442,0.03
5443,0.03
5444,0.03
5445,0.03
5446,0.03
5447,0.03
5448,0.03
5449,0.03
5450,0.03
5451,0.03
5452,0.03
5453,0.03
5454,0.03
5455,0.03
5456,0.03
5457,0.03
5458,0.03
5459,0.03
5460,0.03
5461,0.03
5462,0.03
5463,0.03
5464,0.03
5465,0.03
5466,0.03
5467,0.03
5468,0.03
5469,0.03
5470,0.03
5471,0.03
5472,0.03
5473,0.03
5474,0.03
5475,0.03
5476,0.03
5477,0.03
5478,0.03
5479,0.03
5480,0.03
5481,0.03
5482,0.03
5483,0.03
5484,0.03
5485,0.03
5486,0.03
5487,0.03
5488,0.03
5489,0.03
5490,0.03
5491,0.03
5492,0.03
5493,0.03
5494,0.03
5495,0.03
5496,0.03
5497,0.03
5498,0.03
5499,0.03
5500,0.03
5501,0.03
5502,0.03
5503,0.03
5504,0.03
5505,0.03
5506,0.03
5507,0.03
5508,0.03
5509,0.03
5510,0.03
5511,0.03
5512,0.03
5513,0.03
5514,0.03
5515,0.03
5516,0.03
5517,0.03
5518,0.03
5519,0.03
5520,0.03
5521,0.03
5522,0.03
5523,0.03
5524,0.03
5525,0.03
5526,0.03
5527,0.03
5528,0.03
5529,0.03
5530,0.03
5531,0.03
5532,0.03
5533,0.03
5534,0.03
5535,0.03
5536,0.03
5537,0.03
5538,0.03
5539,0.03
5540,0.03
5541,0.03
5542,0.03
5543,0.03
5544,0.03
5545,0.03
5546,0.03
5547,0.03
5548,0.03
5549,0.03
5550,0.03
5551,0.03
5552,0.03
5553,0.03
5554,0.03
5555,0.03
5556,0.03
5557,0.03
5558,0.03
5559,0.03
5560,0.03
5561,0.03
5562,0.03
5563,0.03
5564,0.03
5565,0.03
5566,0.03
5567,0.03
5568,0.03
5569,0.03
5570,0.03
5571,0.03
5572,0.03
5573,0.03
5574,0.03
5575,0.03
5576,0.03
5577,0.04
5578,0.04
5579,0.04
5580,0.04
5581,0.04
5582,0.04
5583,0.04
5584,0.04
5585,0.04
5586,0.04
5587,0.04
5588,0.04
5589,0.04
5590,0.04
5591,0.04
5592,0.04
5593,0.04
5594,0.04
5595,0.04
5596,0.04
5597,0.04
5598,0.04
5599,0.04
5600,0.04
5601,0.04
5602,0.04
5603,0.04
5604,0.04
5605,0.04
5606,0.04
5607,0.04
5608,0.04
5609,0.04
5610,0.04
5611,0.04
5612,0.04
5613,0.04
5614,0.04
5615,0.04
5616,0.04
5617,0.04
5618,0.04
5619,0.04
5620,0.04
5621,0.04
5622,0.04
5623,0.04
5624,0.04
5625,0.04
5626,0.04
5627,0.04
5628,0.04
5629,0.04
5630,0.04
5631,0.04
5632,0.04
5633,0.04
5634,0.04
5635,0.04
5636,0.04
5637,0.04
5638,0.04
5639,0.04
5640,0.04
5641,0.04
5642,0.04
5643,0.04
5644,0.04
5645,0.04
5646,0.04
5647,0.04
5648,0.04
5649,0.04
5650,0.04
5651,0.04
5652,0.04
5653,0.04
5654,0.04
5655,0.04
5656,0.04
5657,0.04
5658,0.04
5659,0.04
5660,0.04
5661,0.04
5662,0.04
5663,0.04
5664,0.04
5665,0.04
5666,0.04
5667,0.04
5668,0.04
5669,0.04
5670,0.04
5671,0.04
5672,0.04
5673,0.04
5674,0.04
5675,0.04
5676,0.04
5677,0.04
5678,0.04
5679,0.04
5680,0.04
5681,0.04
5682,0.04
5683,0.04
5684,0.04
5685,0.04
5686,0.04
5687,0.04
5688,0.04
5689,0.04
5690,0.04
5691,0.04
5692,0.04
5693,0.04
5694,0.04
5695,0.04
5696,0.04
5697,0.04
5698,0.04
5699,0.04
5700,0.04
5701,0.04
5702,0.04
5703,0.04
5704,0.04
5705,0.04
5706,0.04
5707,0.04
5708,0.04
5709,0.04
5710,0.04
5711,0.04
5712,0.04
5713,0.04
5714,0.04
5715,0.04
5716,0.04
5717,0.04
5718,0.04
5719,0.04
5720,0.04
5721,0.04
5722,0.04
5723,0.04
5724,0.04
5725,0.04
5726,0.04
5727,0.04
5728,0.04
5729,0.04
5730,0.04
5731,0.04
5732,0.04
5733,0.04
5734,0.04
5735,0.04
5736,0.04
5737,0.04
5738,0.04
5739,0.04
5740,0.04
5741,0.04
5742,0.04
5743,0.04
5744,0.04
5745,0.04
5746,0.04
5747,0.04
5748,0.04
5749,0.04
5750,0.04
5751,0.04
5752,0.04
5753,0.04
5754,0.04
5755,0.04
5756,0.04
5757,0.04
5758,0.04
5759,0.04
5760,0.04
5761,0.04
5762,0.04
5763,0.04
5764,0.04
5765,0.04
5766,0.04
5767,0.04
5768,0.04
5769,0.04
5770,0.04
5771,0.04
5772,0.04
5773,0.04
5774,0.04
5775,0.04
5776,0.04
5777,0.04
5778,0.04
5779,0.04
5780,0.04
5781,0.04
5782,0.04
5783,0.04
5784,0.04
5785,0.04
5786,0.04
5787,0.04
5788,0.04
5789,0.04
5790,0.04
5791,0.04
5792,0.04
5793,0.04
5794,0.04
5795,0.04
5796,0.04
5797,0.04
5798,0.04
5799,0.04
5800,0.04
5801,0.04
5802,0.04
5803,0.04
5804,0.04
5805,0.04
5806,0.04
5807,0.04
5808,0.04
5809,0.04
5810,0.04
5811,0.04
5812,0.04
5813,0.04
5814,0.04
5815,0.04
5816,0.04
5817,0.04
5818,0.04
5819,0.04
5820,0.04
5821,0.04
5822,0.04
5823,0.04
5824,0.04
5825,0.04
5826,0.04
5827,0.04
5828,0.04
5829,0.04
5830,0.04
5831,0.04
5832,0.04
5833,0.04
5834,0.04
5835,0.04
5836,0.04
5837,0.04
5838,0.04
5839,0.04
5840,0.04
5841,0.04
5842,0.04
5843,0.04
5844,0.04
5845,0.04
5846,0.04
5847,0.04
5848,0.04
5849,0.04
5850,0.04
5851,0.04
5852,0.04
5853,0.04
5854,0.04
5855,0.04
5856,0.04
5857,0.04
5858,0.04
5859,0.04
5860,0.04
5861,0.04
5862,0.04
5863,0.04
5864,0.04
5865,0.04
5866,0.04
5867,0.04
5868,0.04
5869,0.04
5870,0.04
5871,0.04
5872,0.04
5873,0.04
5874,0.04
5875,0.04
5876,0.04
5877,0.04
5878,0.04
5879,0.04
5880,0.04
5881,0.04
5882,0.04
5883,0.04
5884,0.04
5885,0.04
5886,0.04
5887,0.04
5888,0.04
5889,0.04
5890,0.04
5891,0.04
5892,0.04
5893,0.04
5894,0.04
5895,0.04
5896,0.04
5897,0.04
5898,0.04
5899,0.04
5900,0.04
5901,0.04
5902,0.04
5903,0.04
5904,0.04
5905,0.04
5906,0.04
5907,0.04
5908,0.04
5909,0.04
5910,0.04
5911,0.04
5912,0.04
5913,0.04
5914,0.04
5915,0.04
5916,0.04
5917,0.04
5918,0.04
5919,0.04
5920,0.04
5921,0.04
5922,0.04
5923,0.04
5924,0.04
5925,0.04
5926,0.04
5927,0.04
5928,0.04
5929,0.04
5930,0.04
5931,0.04
5932,0.04
5933,0.04
5934,0.04
5935,0.04
5936,0.04
5937,0.04
5938,0.04
5939,0.04
5940,0.04
5941,0.04
5942,0.04
5943,0.04
5944,0.04
5945,0.04
5946,0.04
5947,0.04
5948,0.04
5949,0.04
5950,0.04
5951,0.04
5952,0.04
5953,0.04
5954,0.04
5955,0.04
5956,0.04
5957,0.04
5958,0.04
5959,0.04
5960,0.04
5961,0.04
5962,0.04
5963,0.04
5964,0.04
5965,0.04
5966,0.04
5967,0.04
5968,0.04
5969,0.04
5970,0.04
5971,0.04
5972,0.04
5973,0.04
5974,0.04
5975,0.04
5976,0.04
5977,0.04
5978,0.04
5979,0.04
5980,0.04
5981,0.04
5982,0.04
5983,0.04
5984,0.04
5985,0.04
5986,0.04
5987,0.04
5988,0.04
5989,0.04
5990,0.04
5991,0.04
5992,0.04
5993,0.04
5994,0.04
5995,0.04
5996,0.04
5997,0.04
5998,0.04
5999,0.04
6000,0.04
6001,0.04
6002,0.04
6003,0.04
6004,0.04
6005,0.04
6006,0.04
6007,0.04
6008,0.04
6009,0.04
6010,0.04
6011,0.04
6012,0.04
6013,0.04
6014,0.04
6015,0.04
6016,0.04
6017,0.04
6018,0.04
6019,0.04
6020,0.04
6021,0.04
6022,0.04
6023,0.04
6024,0.04
6025,0.04
6026,0.04
6027,0.04
6028,0.04
6029,0.04
6030,0.04
6031,0.04
6032,0.04
6033,0.04
6034,0.04
6035,0.04
6036,0.04
6037,0.04
6038,0.04
6039,0.04
6040,0.04
6041,0.04
6042,0.04
6043,0.04
6044,0.04
6045,0.04
6046,0.04
6047,0.04
6048,0.04
6049,0.04
6050,0.04
6051,0.04
6052,0.04
6053,0.04
6054,0.04
6055,0.04
6056,0.04
6057,0.04
6058,0.04
6059,0.04
6060,0.04
6061,0.04
6062,0.04
6063,0.04
6064,0.04
6065,0.04
6066,0.04
6067,0.04
6068,0.04
6069,0.04
6070,0.04
6071,0.04
6072,0.04
6073,0.04
6074,0.04
6075,0.04
6076,0.04
6077,0.04
6078,0.04
6079,0.04
6080,0.04
6081,0.04
6082,0.04
6083,0.04
6084,0.04
6085,0.04
6086,0.04
6087,0.04
6088,0.04
6089,0.04
6090,0.04
6091,0.04
6092,0.04
6093,0.04
6094,0.04
6095,0.04
6096,0.04
6097,0.04
6098,0.04
6099,0.04
6100,0.04
6101,0.04
6102,0.04
6103,0.04
6104,0.04
6105,0.04
6106,0.04
6107,0.04
6108,0.04
6109,0.04
6110,0.04
6111,0.04
6112,0.04
6113,0.04
6114,0.04
6115,0.04
6116,0.04
6117,0.04
6118,0.04
6119,0.04
6120,0.04
6121,0.04
6122,0.04
6123,0.04
6124,0.04
6125,0.04
6126,0.04
6127,0.04
6128,0.04
6129,0.04
6130,0.04
6131,0.04
6132,0.04
6133,0.04
6134,0.04
6135,0.04
6136,0.04
6137,0.04
6138,0.04
6139,0.04
6140,0.04
6141,0.04
6142,0.04
6143,0.04
6144,0.04
6145,0.04
6146,0.04
6147,0.04
6148,0.04
6149,0.04
6150,0.04
6151,0.04
6152,0.04
6153,0.04
6154,0.04
6155,0.04
6156,0.04
6157,0.04
6158,0.04
6159,0.04
6160,0.04
6161,0.04
6162,0.04
6163,0.04
6164,0.04
6165,0.04
6166,0.04
6167,0.04
6168,0.04
6169,0.04
6170,0.04
6171,0.04
6172,0.04
6173,0.04
6174,0.04
6175,0.04
6176,0.04
6177,0.04
6178,0.04
6179,0.04
6180,0.04
6181,0.04
6182,0.04
6183,0.04
6184,0.04
6185,0.04
6186,0.04
6187,0.04
6188,0.04
6189,0.04
6190,0.04
6191,0.04
6192,0.04
6193,0.04
6194,0.04
6195,0.04
6196,0.04
6197,0.04
6198,0.04
6199,0.04
6200,0.04
6201,0.04
6202,0.04
6203,0.04
6204,0.04
6205,0.04
6206,0.04
6207,0.04
6208,0.04
6209,0.04
6210,0.04
6211,0.04
6212,0.04
6213,0.04
6214,0.04
6215,0.04
6216,0.04
6217,0.04
6218,0.04
6219,0.04
6220,0.04
6221,0.04
6222,0.04
6223,0.04
6224,0.04
6225,0.04
6226,0.04
6227,0.04
6228,0.04
6229,0.04
6230,0.04
6231,0.04
6232,0.04
6233,0.04
6234,0.04
6235,0.04
6236,0.04
6237,0.04
6238,0.04
6239,0.04
6240,0.04
6241,0.04
6242,0.04
6243,0.04
6244,0.04
6245,0.04
6246,0.04
6247,0.04
6248,0.04
6249,0.04
6250,0.04
6251,0.04
6252,0.04
6253,0.04
6254,0.04
6255,0.04
6256,0.04
6257,0.04
6258,0.04
6259,0.04
6260,0.04
6261,0.04
6262,0.04
6263,0.04
6264,0.04
6265,0.04
6266,0.04
6267,0.04
6268,0.04
6269,0.04
6270,0.04
6271,0.04
6272,0.04
6273,0.04
6274,0.04
6275,0.04
6276,0.04
6277,0.04
6278,0.04
6279,0.04
6280,0.04
6281,0.04
6282,0.04
6283,0.04
6284,0.04
6285,0.04
6286,0.04
6287,0.04
6288,0.04
6289,0.04
6290,0.04
6291,0.04
6292,0.04
6293,0.04
6294,0.04
6295,0.04
6296,0.04
6297,0.04
6298,0.04
6299,0.04
6300,0.04
6301,0.04
6302,0.04
6303,0.04
6304,0.04
6305,0.04
6306,0.04
6307,0.04
6308,0.04
6309,0.04
6310,0.04
6311,0.04
6312,0.04
6313,0.04
6314,0.04
6315,0.04
6316,0.04
6317,0.04
6318,0.04
6319,0.04
6320,0.04
6321,0.04
6322,0.04
6323,0.04
6324,0.04
6325,0.04
6326,0.04
6327,0.04
6328,0.04
6329,0.04
6330,0.04
6331,0.04
6332,0.04
6333,0.04
6334,0.04
6335,0.04
6336,0.04
6337,0.04
6338,0.04
6339,0.04
6340,0.04
6341,0.04
6342,0.04
6343,0.04
6344,0.04
6345,0.04
6346,0.04
6347,0.04
6348,0.04
6349,0.04
6350,0.04
6351,0.04
6352,0.04
6353,0.04
6354,0.04
6355,0.04
6356,0.04
6357,0.04
6358,0.04
6359,0.04
6360,0.04
6361,0.04
6362,0.04
6363,0.04
6364,0.04
6365,0.04
6366,0.04
6367,0.04
6368,0.04
6369,0.04
6370,0.04
6371,0.04
6372,0.04
6373,0.04
6374,0.04
6375,0.04
6376,0.04
6377,0.04
6378,0.04
6379,0.04
6380,0.04
6381,0.04
6382,0.04
6383,0.04
6384,0.04
6385,0.04
6386,0.04
6387,0.04
6388,0.04
6389,0.04
6390,0.04
6391,0.04
6392,0.04
6393,0.04
6394,0.04
6395,0.04
6396,0.04
6397,0.04
6398,0.04
6399,0.04
6400,0.04
6401,0.04
6402,0.04
6403,0.04
6404,0.04
6405,0.04
6406,0.04
6407,0.04
6408,0.04
6409,0.04
6410,0.04
6411,0.04
6412,0.04
6413,0.04
6414,0.04
6415,0.04
6416,0.04
6417,0.04
6418,0.04
6419,0.04
6420,0.04
6421,0.04
6422,0.04
6423,0.04
6424,0.04
6425,0.04
6426,0.04
6427,0.04
6428,0.04
6429,0.04
6430,0.04
6431,0.04
6432,0.04
6433,0.04
6434,0.04
6435,0.04
6436,0.04
6437,0.04
6438,0.04
6439,0.04
6440,0.04
6441,0.04
6442,0.04
6443,0.04
6444,0.04
6445,0.04
6446,0.04
6447,0.04
6448,0.04
6449,0.04
6450,0.04
6451,0.04
6452,0.04
6453,0.04
6454,0.04
6455,0.04
6456,0.04
6457,0.04
6458,0.04
6459,0.04
6460,0.04
6461,0.04
6462,0.04
6463,0.04
6464,0.04
6465,0.04
6466,0.04
6467,0.04
6468,0.04
6469,0.04
6470,0.04
6471,0.04
6472,0.04
6473,0.04
6474,0.04
6475,0.04
6476,0.04
6477,0.04
6478,0.04
6479,0.04
6480,0.04
6481,0.04
6482,0.04
6483,0.04
6484,0.04
6485,0.04
6486,0.04
6487,0.04
6488,0.04
6489,0.04
6490,0.04
6491,0.04
6492,0.04
6493,0.04
6494,0.04
6495,0.04
6496,0.04
6497,0.04
6498,0.04
6499,0.04
6500,0.04
6501,0.04
6502,0.04
6503,0.04
6504,0.04
6505,0.04
6506,0.04
6507,0.04
6508,0.04
6509,0.04
6510,0.04
6511,0.04
6512,0.04
6513,0.04
6514,0.04
6515,0.04
6516,0.04
6517,0.04
6518,0.04
6519,0.04
6520,0.04
6521,0.04
6522,0.04
6523,0.04
6524,0.04
6525,0.04
6526,0.04
6527,0.04
6528,0.04
6529,0.04
6530,0.04
6531,0.04
6532,0.04
6533,0.04
6534,0.04
6535,0.04
6536,0.04
6537,0.04
6538,0.04
6539,0.04
6540,0.04
6541,0.04
6542,0.04
6543,0.04
6544,0.04
6545,0.04
6546,0.04
6547,0.04
6548,0.04
6549,0.04
6550,0.04
6551,0.04
6552,0.04
6553,0.04
6554,0.04
6555,0.04
6556,0.04
6557,0.04
6558,0.04
6559,0.04
6560,0.04
6561,0.04
6562,0.04
6563,0.04
6564,0.04
6565,0.04
6566,0.04
6567,0.04
6568,0.04
6569,0.04
6570,0.04
6571,0.04
6572,0.04
6573,0.04
6574,0.04
6575,0.04
6576,0.04
6577,0.04
6578,0.04
6579,0.04
6580,0.04
6581,0.04
6582,0.04
6583,0.04
6584,0.04
6585,0.04
6586,0.04
6587,0.04
6588,0.04
6589,0.04
6590,0.04
6591,0.04
6592,0.04
6593,0.04
6594,0.04
6595,0.04
6596,0.04
6597,0.04
6598,0.04
6599,0.04
6600,0.04
6601,0.04
6602,0.04
6603,0.04
6604,0.04
6605,0.04
6606,0.04
6607,0.04
6608,0.04
6609,0.04
6610,0.04
6611,0.04
6612,0.04
6613,0.04
6614,0.04
6615,0.04
6616,0.04
6617,0.04
6618,0.04
6619,0.04
6620,0.04
6621,0.04
6622,0.04
6623,0.04
6624,0.04
6625,0.04
6626,0.04
6627,0.04
6628,0.04
6629,0.04
6630,0.04
6631,0.04
6632,0.04
6633,0.04
6634,0.04
6635,0.04
6636,0.04
6637,0.04
6638,0.04
6639,0.04
6640,0.04
6641,0.04
6642,0.04
6643,0.04
6644,0.04
6645,0.04
6646,0.04
6647,0.04
6648,0.04
6649,0.04
6650,0.04
6651,0.04
6652,0.04
6653,0.04
6654,0.04
6655,0.04
6656,0.04
6657,0.04
6658,0.04
6659,0.04
6660,0.04
6661,0.04
6662,0.04
6663,0.04
6664,0.04
6665,0.04
6666,0.04
6667,0.04
6668,0.04
6669,0.04
6670,0.04
6671,0.04
6672,0.04
6673,0.04
6674,0.04
6675,0.04
6676,0.04
6677,0.04
6678,0.04
6679,0.04
6680,0.04
6681,0.04
6682,0.04
6683,0.04
6684,0.04
6685,0.04
6686,0.04
6687,0.04
6688,0.04
6689,0.04
6690,0.04
6691,0.04
6692,0.04
6693,0.04
6694,0.04
6695,0.04
6696,0.04
6697,0.04
6698,0.04
6699,0.04
6700,0.04
6701,0.04
6702,0.04
6703,0.04
6704,0.04
6705,0.04
6706,0.04
6707,0.04
6708,0.04
6709,0.04
6710,0.04
6711,0.04
6712,0.04
6713,0.04
6714,0.04
6715,0.04
6716,0.04
6717,0.04
6718,0.04
6719,0.04
6720,0.04
6721,0.04
6722,0.04
6723,0.04
6724,0.04
6725,0.04
6726,0.04
6727,0.04
6728,0.04
6729,0.04
6730,0.04
6731,0.04
6732,0.04
6733,0.04
6734,0.04
6735,0.04
6736,0.04
6737,0.04
6738,0.04
6739,0.04
6740,0.04
6741,0.04
6742,0.04
6743,0.04
6744,0.04
6745,0.04
6746,0.04
6747,0.04
6748,0.04
6749,0.04
6750,0.04
6751,0.04
6752,0.04
6753,0.04
6754,0.04
6755,0.04
6756,0.04
6757,0.04
6758,0.04
6759,0.04
6760,0.04
6761,0.04
6762,0.04
6763,0.04
6764,0.04
6765,0.04
6766,0.04
6767,0.04
6768,0.04
6769,0.04
6770,0.04
6771,0.04
6772,0.04
6773,0.04
6774,0.04
6775,0.04
6776,0.04
6777,0.04
6778,0.04
6779,0.04
6780,0.04
6781,0.04
6782,0.04
6783,0.04
6784,0.04
6785,0.04
6786,0.04
6787,0.04
6788,0.04
6789,0.04
6790,0.04
6791,0.04
6792,0.04
6793,0.04
6794,0.04
6795,0.04
6796,0.04
6797,0.04
6798,0.04
6799,0.04
6800,0.04
6801,0.04
6802,0.04
6803,0.04
6804,0.04
6805,0.04
6806,0.04
6807,0.04
6808,0.04
6809,0.04
6810,0.04
6811,0.04
6812,0.04
6813,0.04
6814,0.04
6815,0.04
6816,0.04
6817,0.04
6818,0.04
6819,0.04
6820,0.04
6821,0.04
6822,0.04
6823,0.04
6824,0.04
6825,0.04
6826,0.04
6827,0.04
6828,0.04
6829,0.04
6830,0.04
6831,0.04
6832,0.04
6833,0.04
6834,0.04
6835,0.04
6836,0.04
6837,0.04
6838,0.04
6839,0.04
6840,0.04
6841,0.04
6842,0.04
6843,0.04
6844,0.04
6845,0.04
6846,0.04
6847,0.04
6848,0.04
6849,0.04
6850,0.04
6851,0.04
6852,0.04
6853,0.04
6854,0.04
6855,0.04
6856,0.04
6857,0.04
6858,0.04
6859,0.04
6860,0.04
6861,0.04
6862,0.04
6863,0.04
6864,0.04
6865,0.04
6866,0.04
6867,0.04
6868,0.04
6869,0.04
6870,0.04
6871,0.04
6872,0.04
6873,0.04
6874,0.04
6875,0.04
6876,0.04
6877,0.04
6878,0.04
6879,0.04
6880,0.04
6881,0.04
6882,0.04
6883,0.04
6884,0.04
6885,0.04
6886,0.04
6887,0.04
6888,0.04
6889,0.04
6890,0.04
6891,0.04
6892,0.04
6893,0.04
6894,0.04
6895,0.04
6896,0.04
6897,0.04
6898,0.04
6899,0.04
6900,0.04
6901,0.04
6902,0.04
6903,0.04
6904,0.04
6905,0.04
6906,0.04
6907,0.04
6908,0.04
6909,0.04
6910,0.04
6911,0.04
6912,0.04
6913,0.04
6914,0.04
6915,0.04
6916,0.04
6917,0.04
6918,0.04
6919,0.04
6920,0.04
6921,0.04
6922,0.04
6923,0.04
6924,0.04
6925,0.04
6926,0.04
6927,0.04
6928,0.04
6929,0.04
6930,0.04
6931,0.04
6932,0.04
6933,0.04
6934,0.04
6935,0.04
6936,0.04
6937,0.04
6938,0.04
6939,0.04
6940,0.04
6941,0.04
6942,0.04
6943,0.04
6944,0.04
6945,0.04
6946,0.04
6947,0.04
6948,0.04
6949,0.04
6950,0.04
6951,0.04
6952,0.04
6953,0.04
6954,0.04
6955,0.04
6956,0.04
6957,0.04
6958,0.04
6959,0.04
6960,0.04
6961,0.04
6962,0.04
6963,0.04
6964,0.04
6965,0.04
6966,0.04
6967,0.04
6968,0.04
6969,0.04
6970,0.04
6971,0.04
6972,0.04
6973,0.04
6974,0.04
6975,0.04
6976,0.04
6977,0.04
6978,0.04
6979,0.04
6980,0.04
6981,0.04
6982,0.04
6983,0.04
6984,0.04
6985,0.04
6986,0.04
6987,0.04
6988,0.04
6989,0.04
6990,0.04
6991,0.04
6992,0.04
6993,0.04
6994,0.04
6995,0.04
6996,0.04
6997,0.04
6998,0.04
6999,0.04
7000,0.04
7001,0.04
7002,0.04
7003,0.04
7004,0.04
7005,0.04
7006,0.04
7007,0.04
7008,0.04
7009,0.04
7010,0.04
7011,0.04
7012,0.04
7013,0.04
7014,0.04
7015,0.04
7016,0.04
7017,0.04
7018,0.04
7019,0.04
7020,0.04
7021,0.04
7022,0.04
7023,0.04
7024,0.04
7025,0.04
7026,0.04
7027,0.04
7028,0.04
7029,0.04
7030,0.04
7031,0.04
7032,0.04
7033,0.04
7034,0.04
7035,0.04
7036,0.04
7037,0.04
7038,0.04
7039,0.04
7040,0.04
7041,0.04
7042,0.04
7043,0.04
7044,0.04
7045,0.04
7046,0.04
7047,0.04
7048,0.04
7049,0.04
7050,0.04
7051,0.04
7052,0.04
7053,0.04
7054,0.04
7055,0.04
7056,0.04
7057,0.04
7058,0.04
7059,0.04
7060,0.04
7061,0.04
7062,0.04
7063,0.04
7064,0.04
7065,0.04
7066,0.04
7067,0.04
7068,0.04
7069,0.04
7070,0.04
7071,0.04
7072,0.04
7073,0.04
7074,0.04
7075,0.04
7076,0.04
7077,0.04
7078,0.04
7079,0.04
7080,0.04
7081,0.04
7082,0.04
7083,0.04
7084,0.04
7085,0.04
7086,0.04
7087,0.04
7088,0.04
7089,0.04
7090,0.04
7091,0.04
7092,0.04
7093,0.04
7094,0.04
7095,0.04
7096,0.04
7097,0.04
7098,0.04
7099,0.04
7100,0.04
7101,0.04
7102,0.04
7103,0.04
7104,0.04
7105,0.04
7106,0.04
7107,0.04
7108,0.04
7109,0.04
7110,0.04
7111,0.04
7112,0.04
7113,0.04
7114,0.04
7115,0.04
7116,0.04
7117,0.04
7118,0.04
7119,0.04
7120,0.04
7121,0.04
7122,0.04
7123,0.04
7124,0.04
7125,0.04
7126,0.04
7127,0.04
7128,0.04
7129,0.04
7130,0.04
7131,0.04
7132,0.04
7133,0.04
7134,0.04
7135,0.04
7136,0.04
7137,0.04
7138,0.04
7139,0.04
7140,0.04
7141,0.04
7142,0.04
7143,0.04
7144,0.04
7145,0.04
7146,0.04
7147,0.04
7148,0.04
7149,0.04
7150,0.04
7151,0.04
7152,0.04
7153,0.04
7154,0.04
7155,0.04
7156,0.04
7157,0.04
7158,0.04
7159,0.04
7160,0.04
7161,0.04
7162,0.04
7163,0.04
7164,0.04
7165,0.04
7166,0.04
7167,0.04
7168,0.04
7169,0.04
7170,0.04
7171,0.04
7172,0.04
7173,0.04
7174,0.04
7175,0.04
7176,0.04
7177,0.04
7178,0.04
7179,0.04
7180,0.04
7181,0.04
7182,0.04
7183,0.04
7184,0.04
7185,0.04
7186,0.04
7187,0.04
7188,0.04
7189,0.04
7190,0.04
7191,0.04
7192,0.04
7193,0.04
7194,0.04
7195,0.04
7196,0.04
7197,0.04
7198,0.04
7199,0.04
7200,0.04
7201,0.04
7202,0.04
7203,0.04
7204,0.04
7205,0.04
7206,0.04
7207,0.04
7208,0.04
7209,0.04
7210,0.04
7211,0.04
7212,0.04
7213,0.04
7214,0.04
7215,0.04
7216,0.04
7217,0.04
7218,0.04
7219,0.04
7220,0.04
7221,0.04
7222,0.04
7223,0.04
7224,0.04
7225,0.04
7226,0.04
7227,0.04
7228,0.04
7229,0.04
7230,0.04
7231,0.04
7232,0.04
7233,0.04
7234,0.04
7235,0.04
7236,0.04
7237,0.04
7238,0.04
7239,0.04
7240,0.04
7241,0.04
7242,0.04
7243,0.04
7244,0.04
7245,0.04
7246,0.04
7247,0.04
7248,0.04
7249,0.04
7250,0.04
7251,0.04
7252,0.04
7253,0.04
7254,0.04
7255,0.04
7256,0.04
7257,0.04
7258,0.04
7259,0.04
7260,0.04
7261,0.04
7262,0.04
7263,0.04
7264,0.04
7265,0.04
7266,0.04
7267,0.04
7268,0.04
7269,0.04
7270,0.04
7271,0.04
7272,0.04
7273,0.04
7274,0.04
7275,0.04
7276,0.04
7277,0.04
7278,0.04
7279,0.04
7280,0.04
7281,0.04
7282,0.04
7283,0.04
7284,0.04
7285,0.04
7286,0.04
7287,0.04
7288,0.04
7289,0.04
7290,0.04
7291,0.04
7292,0.04
7293,0.04
7294,0.04
7295,0.04
7296,0.04
7297,0.04
7298,0.04
7299,0.04
7300,0.04
7301,0.04
7302,0.04
7303,0.04
7304,0.04
7305,0.04
7306,0.04
7307,0.04
7308,0.04
7309,0.04
7310,0.04
7311,0.04
7312,0.04
7313,0.04
7314,0.04
7315,0.04
7316,0.04
7317,0.04
7318,0.04
