,quantity
265,0.1
266,0.1
267,0.1
268,0.1
269,0.1
270,0.1
271,0.1
272,0.1
273,0.12
274,0.12
275,0.12
276,0.12
277,0.12
278,0.12
279,0.12
280,0.12
281,0.12
282,0.12
283,0.12
284,0.12
285,0.12
286,0.01
287,0.01
288,0.01
289,0.01
290,0.01
291,0.01
292,0.01
293,0.01
294,0.01
295,0.01
296,0.01
297,0.01
298,0.01
299,0.02
300,0.02
301,0.02
302,0.02
303,0.02
304,0.02
305,0.02
306,0.02
307,0.02
308,0.02
309,0.02
310,0.02
311,0.02
312,0.03
313,0.03
314,0.03
315,0.03
316,0.03
317,0.03
318,0.03
319,0.03
320,0.03
321,0.03
322,0.03
323,0.03
324,0.03
325,0.04
326,0.04
327,0.04
328,0.04
329,0.04
330,0.04
331,0.04
332,0.04
333,0.04
334,0.04
335,0.04
336,0.04
337,0.04
338,0.05
339,0.05
340,0.05
341,0.05
342,0.05
343,0.05
344,0.05
345,0.05
346,0.05
347,0.05
348,0.05
349,0.05
350,0.05
351,0.06
352,0.06
353,0.06
354,0.06
355,0.06
356,0.06
357,0.06
358,0.06
359,0.06
360,0.06
361,0.06
362,0.06
363,0.06
364,0.07
365,0.07
366,0.07
367,0.07
368,0.07
369,0.07
370,0.07
371,0.07
372,0.07
373,0.07
374,0.07
375,0.07
376,0.07
377,0.08
378,0.08
379,0.08
380,0.08
381,0.08
382,0.08
383,0.08
384,0.08
385,0.08
386,0.08
387,0.08
388,0.08
389,0.08
390,0.09
391,0.09
392,0.09
393,0.09
394,0.09
395,0.09
396,0.09
397,0.09
398,0.09
399,0.09
400,0.09
401,0.09
402,0.09
403,0.1
404,0.1
405,0.1
406,0.1
407,0.1
408,0.1
409,0.1
410,0.1
411,0.1
412,0.1
413,0.1
414,0.1
415,0.1
416,0.12
417,0.12
418,0.12
419,0.12
420,0.12
421,0.12
422,0.12
423,0.12
424,0.12
425,0.12
426,0.12
427,0.12
428,0.12
429,0.01
430,0.01
431,0.01
432,0.01
433,0.01
434,0.01
435,0.01
436,0.01
437,0.01
438,0.01
439,0.01
440,0.01
441,0.01
442,0.02
443,0.02
444,0.02
445,0.02
446,0.02
447,0.02
448,0.02
449,0.02
450,0.02
451,0.02
452,0.02
453,0.02
454,0.02
455,0.03
456,0.03
457,0.03
458,0.03
459,0.03
460,0.03
461,0.03
462,0.03
463,0.03
464,0.03
465,0.03
466,0.03
467,0.03
468,0.04
469,0.04
470,0.04
471,0.04
472,0.04
473,0.04
474,0.04
475,0.04
476,0.04
477,0.04
478,0.04
479,0.04
480,0.04
481,0.05
482,0.05
483,0.05
484,0.05
485,0.05
486,0.05
487,0.05
488,0.05
489,0.05
490,0.05
491,0.05
492,0.05
493,0.05
494,0.06
495,0.06
496,0.06
497,0.06
498,0.06
499,0.06
500,0.06
501,0.06
502,0.06
503,0.06
504,0.06
505,0.06
506,0.06
507,0.07
508,0.07
509,0.07
510,0.07
511,0.07
512,0.07
513,0.07
514,0.07
515,0.07
516,0.07
517,0.07
518,0.07
519,0.07
520,0.08
521,0.08
522,0.08
523,0.08
524,0.08
525,0.08
526,0.08
527,0.08
528,0.08
529,0.08
530,0.08
531,0.08
532,0.08
533,0.09
534,0.09
535,0.09
536,0.09
537,0.09
538,0.09
539,0.09
540,0.09
541,0.09
542,0.09
543,0.09
544,0.09
545,0.09
546,0.1
547,0.1
548,0.1
549,0.1
550,0.1
551,0.1
552,0.1
553,0.1
554,0.1
555,0.1
556,0.1
557,0.1
558,0.1
559,0.12
560,0.12
561,0.12
562,0.12
563,0.12
564,0.12
565,0.12
566,0.12
567,0.12
568,0.12
569,0.12
570,0.12
571,0.12
572,0.01
573,0.01
574,0.01
575,0.01
576,0.01
577,0.01
578,0.01
579,0.01
580,0.01
581,0.01
582,0.01
583,0.01
584,0.01
585,0.02
586,0.02
587,0.02
588,0.02
589,0.02
590,0.02
591,0.02
592,0.02
593,0.02
594,0.02
595,0.02
596,0.02
597,0.02
598,0.03
599,0.03
600,0.03
601,0.03
602,0.03
603,0.03
604,0.03
605,0.03
606,0.03
607,0.03
608,0.03
609,0.03
610,0.03
611,0.04
612,0.04
613,0.04
614,0.04
615,0.04
616,0.04
617,0.04
618,0.04
619,0.04
620,0.04
621,0.04
622,0.04
623,0.04
624,0.05
625,0.05
626,0.05
627,0.05
628,0.05
629,0.05
630,0.05
631,0.05
632,0.05
633,0.05
634,0.05
635,0.05
636,0.05
637,0.06
638,0.06
639,0.06
640,0.06
641,0.06
642,0.06
643,0.06
644,0.06
645,0.06
646,0.06
647,0.06
648,0.06
649,0.06
650,0.07
651,0.07
652,0.07
653,0.07
654,0.07
655,0.07
656,0.07
657,0.07
658,0.07
659,0.07
660,0.07
661,0.07
662,0.07
663,0.08
664,0.08
665,0.08
666,0.08
667,0.08
668,0.08
669,0.08
670,0.08
671,0.08
672,0.08
673,0.08
674,0.08
675,0.08
676,0.09
677,0.09
678,0.09
679,0.09
680,0.09
681,0.09
682,0.09
683,0.09
684,0.09
685,0.09
686,0.09
687,0.09
688,0.09
689,0.1
690,0.1
691,0.1
692,0.1
693,0.1
694,0.1
695,0.1
696,0.1
697,0.1
698,0.1
699,0.1
700,0.1
701,0.1
702,0.12
703,0.12
704,0.12
705,0.12
706,0.12
707,0.12
708,0.12
709,0.12
710,0.12
711,0.12
712,0.12
713,0.12
714,0.12
715,0.01
716,0.01
717,0.01
718,0.01
719,0.01
720,0.01
721,0.01
722,0.01
723,0.01
724,0.01
725,0.01
726,0.01
727,0.01
728,0.02
729,0.02
730,0.02
731,0.02
732,0.02
733,0.02
734,0.02
735,0.02
736,0.02
737,0.02
738,0.02
739,0.02
740,0.02
741,0.03
742,0.03
743,0.03
744,0.03
745,0.03
746,0.03
747,0.03
748,0.03
749,0.03
750,0.03
751,0.03
752,0.03
753,0.03
754,0.04
755,0.04
756,0.04
757,0.04
758,0.04
759,0.04
760,0.04
761,0.04
762,0.04
763,0.04
764,0.04
765,0.04
766,0.04
767,0.05
768,0.05
769,0.05
770,0.05
771,0.05
772,0.05
773,0.05
774,0.05
775,0.05
776,0.05
777,0.05
778,0.05
779,0.05
780,0.06
781,0.06
782,0.06
783,0.06
784,0.06
785,0.06
786,0.06
787,0.06
788,0.06
789,0.06
790,0.06
791,0.06
792,0.06
793,0.07
794,0.07
795,0.07
796,0.07
797,0.07
798,0.07
799,0.07
800,0.07
801,0.07
802,0.07
803,0.07
804,0.07
805,0.07
806,0.08
807,0.08
808,0.08
809,0.08
810,0.08
811,0.08
812,0.08
813,0.08
814,0.08
815,0.08
816,0.08
817,0.08
818,0.08
819,0.09
820,0.09
821,0.09
822,0.09
823,0.09
824,0.09
825,0.09
826,0.09
827,0.09
828,0.09
829,0.09
830,0.09
831,0.09
832,0.1
833,0.1
834,0.1
835,0.1
836,0.1
837,0.1
838,0.1
839,0.1
840,0.1
841,0.1
842,0.1
843,0.1
844,0.1
845,0.12
846,0.12
847,0.12
848,0.12
849,0.12
850,0.12
851,0.12
852,0.12
853,0.12
854,0.12
855,0.12
856,0.12
857,0.12
858,0.01
859,0.01
860,0.01
861,0.01
862,0.01
863,0.01
864,0.01
865,0.01
866,0.01
867,0.01
868,0.01
869,0.01
870,0.01
871,0.02
872,0.02
873,0.02
874,0.02
875,0.02
876,0.02
877,0.02
878,0.02
879,0.02
880,0.02
881,0.02
882,0.02
883,0.02
884,0.03
885,0.03
886,0.03
887,0.03
888,0.03
889,0.03
890,0.03
891,0.03
892,0.03
893,0.03
894,0.03
895,0.03
896,0.03
897,0.04
898,0.04
899,0.04
900,0.04
901,0.04
902,0.04
903,0.04
904,0.04
905,0.04
906,0.04
907,0.04
908,0.04
909,0.04
910,0.05
911,0.05
912,0.05
913,0.05
914,0.05
915,0.05
916,0.05
917,0.05
918,0.05
919,0.05
920,0.05
921,0.05
922,0.05
923,0.06
924,0.06
925,0.06
926,0.06
927,0.06
928,0.06
929,0.06
930,0.06
931,0.06
932,0.06
933,0.06
934,0.06
935,0.06
936,0.07
937,0.07
938,0.07
939,0.07
940,0.07
941,0.07
942,0.07
943,0.07
944,0.07
945,0.07
946,0.07
947,0.07
948,0.07
949,0.08
950,0.08
951,0.08
952,0.08
953,0.08
954,0.08
955,0.08
956,0.08
957,0.08
958,0.08
959,0.08
960,0.08
961,0.08
962,0.09
963,0.09
964,0.09
965,0.09
966,0.09
967,0.09
968,0.09
969,0.09
970,0.09
971,0.09
972,0.09
973,0.09
974,0.09
975,0.1
976,0.1
977,0.1
978,0.1
979,0.1
980,0.1
981,0.1
982,0.1
983,0.1
984,0.1
985,0.1
986,0.1
987,0.1
988,0.12
989,0.12
990,0.12
991,0.12
992,0.12
993,0.12
994,0.12
995,0.12
996,0.12
997,0.12
998,0.12
999,0.12
1000,0.12
1001,0.01
1002,0.01
1003,0.01
1004,0.01
1005,0.01
1006,0.01
1007,0.01
1008,0.01
1009,0.01
1010,0.01
1011,0.01
1012,0.01
1013,0.01
1014,0.02
1015,0.02
1016,0.02
1017,0.02
1018,0.02
1019,0.02
1020,0.02
1021,0.02
1022,0.02
1023,0.02
1024,0.02
1025,0.02
1026,0.02
1027,0.03
1028,0.03
1029,0.03
1030,0.03
1031,0.03
1032,0.03
1033,0.03
1034,0.03
1035,0.03
1036,0.03
1037,0.03
1038,0.03
1039,0.03
1040,0.04
1041,0.04
1042,0.04
1043,0.04
1044,0.04
1045,0.04
1046,0.04
1047,0.04
1048,0.04
1049,0.04
1050,0.04
1051,0.04
1052,0.04
1053,0.05
1054,0.05
1055,0.05
1056,0.05
1057,0.05
1058,0.05
1059,0.05
1060,0.05
1061,0.05
1062,0.05
1063,0.05
1064,0.05
1065,0.05
1066,0.06
1067,0.06
1068,0.06
1069,0.06
1070,0.06
1071,0.06
1072,0.06
1073,0.06
1074,0.06
1075,0.06
1076,0.06
1077,0.06
1078,0.06
1079,0.07
1080,0.07
1081,0.07
1082,0.07
1083,0.07
1084,0.07
1085,0.07
1086,0.07
1087,0.07
1088,0.07
1089,0.07
1090,0.07
1091,0.07
1092,0.08
1093,0.08
1094,0.08
1095,0.08
1096,0.08
1097,0.08
1098,0.08
1099,0.08
1100,0.08
1101,0.08
1102,0.08
1103,0.08
1104,0.08
1105,0.09
1106,0.09
1107,0.09
1108,0.09
1109,0.09
1110,0.09
1111,0.09
1112,0.09
1113,0.09
1114,0.09
1115,0.09
1116,0.09
1117,0.09
1118,0.1
1119,0.1
1120,0.1
1121,0.1
1122,0.1
1123,0.1
1124,0.1
1125,0.1
1126,0.1
1127,0.1
1128,0.1
1129,0.1
1130,0.1
1131,0.12
1132,0.12
1133,0.12
1134,0.12
1135,0.12
1136,0.12
1137,0.12
1138,0.12
1139,0.12
1140,0.12
1141,0.12
1142,0.12
1143,0.12
1144,0.01
1145,0.01
1146,0.01
1147,0.01
1148,0.01
1149,0.01
1150,0.01
1151,0.01
1152,0.01
1153,0.01
1154,0.01
1155,0.01
1156,0.01
1157,0.02
1158,0.02
1159,0.02
1160,0.02
1161,0.02
1162,0.02
1163,0.02
1164,0.02
1165,0.02
1166,0.02
1167,0.02
1168,0.02
1169,0.02
1170,0.03
1171,0.03
1172,0.03
1173,0.03
1174,0.03
1175,0.03
1176,0.03
1177,0.03
1178,0.03
1179,0.03
1180,0.03
1181,0.03
1182,0.03
1183,0.04
1184,0.04
1185,0.04
1186,0.04
1187,0.04
1188,0.04
1189,0.04
1190,0.04
1191,0.04
1192,0.04
1193,0.04
1194,0.04
1195,0.04
1196,0.05
1197,0.05
1198,0.05
1199,0.05
1200,0.05
1201,0.05
1202,0.05
1203,0.05
1204,0.05
1205,0.05
1206,0.05
1207,0.05
1208,0.05
1209,0.06
1210,0.06
1211,0.06
1212,0.06
1213,0.06
1214,0.06
1215,0.06
1216,0.06
1217,0.06
1218,0.06
1219,0.06
1220,0.06
1221,0.06
1222,0.07
1223,0.07
1224,0.07
1225,0.07
1226,0.07
1227,0.07
1228,0.07
1229,0.07
1230,0.07
1231,0.07
1232,0.07
1233,0.07
1234,0.07
1235,0.08
1236,0.08
1237,0.08
1238,0.08
1239,0.08
1240,0.08
1241,0.08
1242,0.08
1243,0.08
1244,0.08
1245,0.08
1246,0.08
1247,0.08
1248,0.09
1249,0.09
1250,0.09
1251,0.09
1252,0.09
1253,0.09
1254,0.09
1255,0.09
1256,0.09
1257,0.09
1258,0.09
1259,0.09
1260,0.09
1261,0.1
1262,0.1
1263,0.1
1264,0.1
1265,0.1
1266,0.1
1267,0.1
1268,0.1
1269,0.1
1270,0.1
1271,0.1
1272,0.1
1273,0.1
1274,0.12
1275,0.12
1276,0.12
1277,0.12
1278,0.12
1279,0.12
1280,0.12
1281,0.12
1282,0.12
1283,0.12
1284,0.12
1285,0.12
1286,0.12
1287,0.01
1288,0.01
1289,0.01
1290,0.01
1291,0.01
1292,0.01
1293,0.01
1294,0.01
1295,0.01
1296,0.01
1297,0.01
1298,0.01
1299,0.01
1300,0.02
1301,0.02
1302,0.02
1303,0.02
1304,0.02
1305,0.02
1306,0.02
1307,0.02
1308,0.02
1309,0.02
1310,0.02
1311,0.02
1312,0.02
1313,0.03
1314,0.03
1315,0.03
1316,0.03
1317,0.03
1318,0.03
1319,0.03
1320,0.03
1321,0.03
1322,0.03
1323,0.03
1324,0.03
1325,0.03
1326,0.04
1327,0.04
1328,0.04
1329,0.04
1330,0.04
1331,0.04
1332,0.04
1333,0.04
1334,0.04
1335,0.04
1336,0.04
1337,0.04
1338,0.04
1339,0.05
1340,0.05
1341,0.05
1342,0.05
1343,0.05
1344,0.05
1345,0.05
1346,0.05
1347,0.05
1348,0.05
1349,0.05
1350,0.05
1351,0.05
1352,0.06
1353,0.06
1354,0.06
1355,0.06
1356,0.06
1357,0.06
1358,0.06
1359,0.06
1360,0.06
1361,0.06
1362,0.06
1363,0.06
1364,0.06
1365,0.07
1366,0.07
1367,0.07
1368,0.07
1369,0.07
1370,0.07
1371,0.07
1372,0.07
1373,0.07
1374,0.07
1375,0.07
1376,0.07
1377,0.07
1378,0.08
1379,0.08
1380,0.08
1381,0.08
1382,0.08
1383,0.08
1384,0.08
1385,0.08
1386,0.08
1387,0.08
1388,0.08
1389,0.08
1390,0.08
1391,0.09
1392,0.09
1393,0.09
1394,0.09
1395,0.09
1396,0.09
1397,0.09
1398,0.09
1399,0.09
1400,0.09
1401,0.09
1402,0.09
1403,0.09
1404,0.1
1405,0.1
1406,0.1
1407,0.1
1408,0.1
1409,0.1
1410,0.1
1411,0.1
1412,0.1
1413,0.1
1414,0.1
1415,0.1
1416,0.1
1417,0.12
1418,0.12
1419,0.12
1420,0.12
1421,0.12
1422,0.12
1423,0.12
1424,0.12
1425,0.12
1426,0.12
1427,0.12
1428,0.12
1429,0.12
1430,0.01
1431,0.01
1432,0.01
1433,0.01
1434,0.01
1435,0.01
1436,0.01
1437,0.01
1438,0.01
1439,0.01
1440,0.01
1441,0.01
1442,0.01
1443,0.02
1444,0.02
1445,0.02
1446,0.02
1447,0.02
1448,0.02
1449,0.02
1450,0.02
1451,0.02
1452,0.02
1453,0.02
1454,0.02
1455,0.02
1456,0.03
1457,0.03
1458,0.03
1459,0.03
1460,0.03
1461,0.03
1462,0.03
1463,0.03
1464,0.03
1465,0.03
1466,0.03
1467,0.03
1468,0.03
1469,0.04
1470,0.04
1471,0.04
1472,0.04
1473,0.04
1474,0.04
1475,0.04
1476,0.04
1477,0.04
1478,0.04
1479,0.04
1480,0.04
1481,0.04
1482,0.05
1483,0.05
1484,0.05
1485,0.05
1486,0.05
1487,0.05
1488,0.05
1489,0.05
1490,0.05
1491,0.05
1492,0.05
1493,0.05
1494,0.05
1495,0.06
1496,0.06
1497,0.06
1498,0.06
1499,0.06
1500,0.06
1501,0.06
1502,0.06
1503,0.06
1504,0.06
1505,0.06
1506,0.06
1507,0.06
1508,0.07
1509,0.07
1510,0.07
1511,0.07
1512,0.07
1513,0.07
1514,0.07
1515,0.07
1516,0.07
1517,0.07
1518,0.07
1519,0.07
1520,0.07
1521,0.08
1522,0.08
1523,0.08
1524,0.08
1525,0.08
1526,0.08
1527,0.08
1528,0.08
1529,0.08
1530,0.08
1531,0.08
1532,0.08
1533,0.08
1534,0.09
1535,0.09
1536,0.09
1537,0.09
1538,0.09
1539,0.09
1540,0.09
1541,0.09
1542,0.09
1543,0.09
1544,0.09
1545,0.09
1546,0.09
1547,0.1
1548,0.1
1549,0.1
1550,0.1
1551,0.1
1552,0.1
1553,0.1
1554,0.1
1555,0.1
1556,0.1
1557,0.1
1558,0.1
1559,0.1
1560,0.12
1561,0.12
1562,0.12
1563,0.12
1564,0.12
1565,0.12
1566,0.12
1567,0.12
1568,0.12
1569,0.12
1570,0.12
1571,0.12
1572,0.12
1573,0.01
1574,0.01
1575,0.01
1576,0.01
1577,0.01
1578,0.01
1579,0.01
1580,0.01
1581,0.01
1582,0.01
1583,0.01
1584,0.01
1585,0.01
1586,0.02
1587,0.02
1588,0.02
1589,0.02
1590,0.02
1591,0.02
1592,0.02
1593,0.02
1594,0.02
1595,0.02
1596,0.02
1597,0.02
1598,0.02
1599,0.03
1600,0.03
1601,0.03
1602,0.03
1603,0.03
1604,0.03
1605,0.03
1606,0.03
1607,0.03
1608,0.03
1609,0.03
1610,0.03
1611,0.03
1612,0.04
1613,0.04
1614,0.04
1615,0.04
1616,0.04
1617,0.04
1618,0.04
1619,0.04
1620,0.04
1621,0.04
1622,0.04
1623,0.04
1624,0.04
1625,0.05
1626,0.05
1627,0.05
1628,0.05
1629,0.05
1630,0.05
1631,0.05
1632,0.05
1633,0.05
1634,0.05
1635,0.05
1636,0.05
1637,0.05
1638,0.06
1639,0.06
1640,0.06
1641,0.06
1642,0.06
1643,0.06
1644,0.06
1645,0.06
1646,0.06
1647,0.06
1648,0.06
1649,0.06
1650,0.06
1651,0.07
1652,0.07
1653,0.07
1654,0.07
1655,0.07
1656,0.07
1657,0.07
1658,0.07
1659,0.07
1660,0.07
1661,0.07
1662,0.07
1663,0.07
1664,0.08
1665,0.08
1666,0.08
1667,0.08
1668,0.08
1669,0.08
1670,0.08
1671,0.08
1672,0.08
1673,0.08
1674,0.08
1675,0.08
1676,0.08
1677,0.09
1678,0.09
1679,0.09
1680,0.09
1681,0.09
1682,0.09
1683,0.09
1684,0.09
1685,0.09
1686,0.09
1687,0.09
1688,0.09
1689,0.09
1690,0.1
1691,0.1
1692,0.1
1693,0.1
1694,0.1
1695,0.1
1696,0.1
1697,0.1
1698,0.1
1699,0.1
1700,0.1
1701,0.1
1702,0.1
1703,0.12
1704,0.12
1705,0.12
1706,0.12
1707,0.12
1708,0.12
1709,0.12
1710,0.12
1711,0.12
1712,0.12
1713,0.12
1714,0.12
1715,0.12
1716,0.01
1717,0.01
1718,0.01
1719,0.01
1720,0.01
1721,0.01
1722,0.01
1723,0.01
1724,0.01
1725,0.01
1726,0.01
1727,0.01
1728,0.01
1729,0.02
1730,0.02
1731,0.02
1732,0.02
1733,0.02
1734,0.02
1735,0.02
1736,0.02
1737,0.02
1738,0.02
1739,0.02
1740,0.02
1741,0.02
1742,0.03
1743,0.03
1744,0.03
1745,0.03
1746,0.03
1747,0.03
1748,0.03
1749,0.03
1750,0.03
1751,0.03
1752,0.03
1753,0.03
1754,0.03
1755,0.04
1756,0.04
1757,0.04
1758,0.04
1759,0.04
1760,0.04
1761,0.04
1762,0.04
1763,0.04
1764,0.04
1765,0.04
1766,0.04
1767,0.04
1768,0.05
1769,0.05
1770,0.05
1771,0.05
1772,0.05
1773,0.05
1774,0.05
1775,0.05
1776,0.05
1777,0.05
1778,0.05
1779,0.05
1780,0.05
1781,0.06
1782,0.06
1783,0.06
1784,0.06
1785,0.06
1786,0.06
1787,0.06
1788,0.06
1789,0.06
1790,0.06
1791,0.06
1792,0.06
1793,0.06
1794,0.07
1795,0.07
1796,0.07
1797,0.07
1798,0.07
1799,0.07
1800,0.07
1801,0.07
1802,0.07
1803,0.07
1804,0.07
1805,0.07
1806,0.07
1807,0.08
1808,0.08
1809,0.08
1810,0.08
1811,0.08
1812,0.08
1813,0.08
1814,0.08
1815,0.08
1816,0.08
1817,0.08
1818,0.08
1819,0.08
1820,0.09
1821,0.09
1822,0.09
1823,0.09
1824,0.09
1825,0.09
1826,0.09
1827,0.09
1828,0.09
1829,0.09
1830,0.09
1831,0.09
1832,0.09
1833,0.1
1834,0.1
1835,0.1
1836,0.1
1837,0.1
1838,0.1
1839,0.1
1840,0.1
1841,0.1
1842,0.1
1843,0.1
1844,0.1
1845,0.1
1846,0.12
1847,0.12
1848,0.12
1849,0.12
1850,0.12
1851,0.12
1852,0.12
1853,0.12
1854,0.12
1855,0.12
1856,0.12
1857,0.12
1858,0.12
1859,0.01
1860,0.01
1861,0.01
1862,0.01
1863,0.01
1864,0.01
1865,0.01
1866,0.01
1867,0.01
1868,0.01
1869,0.01
1870,0.01
1871,0.01
1872,0.02
1873,0.02
1874,0.02
1875,0.02
1876,0.02
1877,0.02
1878,0.02
1879,0.02
1880,0.02
1881,0.02
1882,0.02
1883,0.02
1884,0.02
1885,0.03
1886,0.03
1887,0.03
1888,0.03
1889,0.03
1890,0.03
1891,0.03
1892,0.03
1893,0.03
1894,0.03
1895,0.03
1896,0.03
1897,0.03
1898,0.04
1899,0.04
1900,0.04
1901,0.04
1902,0.04
1903,0.04
1904,0.04
1905,0.04
1906,0.04
1907,0.04
1908,0.04
1909,0.04
1910,0.04
1911,0.05
1912,0.05
1913,0.05
1914,0.05
1915,0.05
1916,0.05
1917,0.05
1918,0.05
1919,0.05
1920,0.05
1921,0.05
1922,0.05
1923,0.05
1924,0.06
1925,0.06
1926,0.06
1927,0.06
1928,0.06
1929,0.06
1930,0.06
1931,0.06
1932,0.06
1933,0.06
1934,0.06
1935,0.06
1936,0.06
1937,0.07
1938,0.07
1939,0.07
1940,0.07
1941,0.07
1942,0.07
1943,0.07
1944,0.07
1945,0.07
1946,0.07
1947,0.07
1948,0.07
1949,0.07
1950,0.08
1951,0.08
1952,0.08
1953,0.08
1954,0.08
1955,0.08
1956,0.08
1957,0.08
1958,0.08
1959,0.08
1960,0.08
1961,0.08
1962,0.08
1963,0.09
1964,0.09
1965,0.09
1966,0.09
1967,0.09
1968,0.09
1969,0.09
1970,0.09
1971,0.09
1972,0.09
1973,0.09
1974,0.09
1975,0.09
1976,0.1
1977,0.1
1978,0.1
1979,0.1
1980,0.1
1981,0.1
1982,0.1
1983,0.1
1984,0.1
1985,0.1
1986,0.1
1987,0.1
1988,0.1
1989,0.12
1990,0.12
1991,0.12
1992,0.12
1993,0.12
1994,0.12
1995,0.12
1996,0.12
1997,0.12
1998,0.12
1999,0.12
2000,0.12
2001,0.12
2002,0.01
2003,0.01
2004,0.01
2005,0.01
2006,0.01
2007,0.01
2008,0.01
2009,0.01
2010,0.01
2011,0.01
2012,0.01
2013,0.01
2014,0.01
2015,0.02
2016,0.02
2017,0.02
2018,0.02
2019,0.02
2020,0.02
2021,0.02
2022,0.02
2023,0.02
2024,0.02
2025,0.02
2026,0.02
2027,0.02
2028,0.03
2029,0.03
2030,0.03
2031,0.03
2032,0.03
2033,0.03
2034,0.03
2035,0.03
2036,0.03
2037,0.03
2038,0.03
2039,0.03
2040,0.03
2041,0.04
2042,0.04
2043,0.04
2044,0.04
2045,0.04
2046,0.04
2047,0.04
2048,0.04
2049,0.04
2050,0.04
2051,0.04
2052,0.04
2053,0.04
2054,0.05
2055,0.05
2056,0.05
2057,0.05
2058,0.05
2059,0.05
2060,0.05
2061,0.05
2062,0.05
2063,0.05
2064,0.05
2065,0.05
2066,0.05
2067,0.06
2068,0.06
2069,0.06
2070,0.06
2071,0.06
2072,0.06
2073,0.06
2074,0.06
2075,0.06
2076,0.06
2077,0.06
2078,0.06
2079,0.06
2080,0.07
2081,0.07
2082,0.07
2083,0.07
2084,0.07
2085,0.07
2086,0.07
2087,0.07
2088,0.07
2089,0.07
2090,0.07
2091,0.07
2092,0.07
2093,0.08
2094,0.08
2095,0.08
2096,0.08
2097,0.08
2098,0.08
2099,0.08
2100,0.08
2101,0.08
2102,0.08
2103,0.08
2104,0.08
2105,0.08
2106,0.09
2107,0.09
2108,0.09
2109,0.09
2110,0.09
2111,0.09
2112,0.09
2113,0.09
2114,0.09
2115,0.09
2116,0.09
2117,0.09
2118,0.09
2119,0.1
2120,0.1
2121,0.1
2122,0.1
2123,0.1
2124,0.1
2125,0.1
2126,0.1
2127,0.1
2128,0.1
2129,0.1
2130,0.1
2131,0.1
2132,0.12
2133,0.12
2134,0.12
2135,0.12
2136,0.12
2137,0.12
2138,0.12
2139,0.12
2140,0.12
